long,lat,group
-79.284489,43.669223,1
-79.2834166,43.66930819999999,1
-79.2791702,43.6696451,1
-79.2789978,43.6698223,1
-79.2784574,43.6703785,1
-79.2784544,43.67038150000001,1
-79.2784521,43.6703839,1
-79.26880729999999,43.6802778,1
-79.2688014,43.6802838,1
-79.2685,43.680592999999995,1
-79.2683442,43.6807528,1
-79.2660375,43.6830226,1
-79.26469999999999,43.6843386,1
-79.2622087,43.6867896,1
-79.2610121,43.68796670000001,1
-79.26063030000002,43.6880965,1
-79.2513292,43.692239,1
-79.2420266,43.696023100000005,1
-79.2326149,43.699838199999995,1
-79.2282093,43.7040455,1
-79.22722689999999,43.7049568,1
-79.2256355,43.7064331,1
-79.2215751,43.7101991,1
-79.22137939999999,43.710891,1
-79.22080749999999,43.712912499999995,1
-79.21851629999999,43.7210099,1
-79.2137743,43.725968599999995,1
-79.2129685,43.726619199999995,1
-79.2128257,43.726734099999994,1
-79.21240879999999,43.7270697,1
-79.2122467,43.7272002,1
-79.2040584,43.7334688,1
-79.1979976,43.73813759999999,1
-79.19722159999999,43.7387352,1
-79.1960307,43.739652500000005,1
-79.1949836,43.74044929999999,1
-79.1926804,43.7421729,1
-79.1893978,43.74462929999999,1
-79.18795879999999,43.74540750000001,1
-79.1873592,43.7457318,1
-79.18254929999999,43.7483325,1
-79.1793623,43.750055499999995,1
-79.1793517,43.7500612,1
-79.1793314,43.7500722,1
-79.1780637,43.7507592,1
-79.17748519999999,43.751072699999995,1
-79.172872,43.753572200000015,1
